,Address Building,Address Street Name,Address City,Address State,Address ZIP,Address Borough,Latitude,Longitude
2777,520,5TH AVE,BROOKLYN,NY,11215,Brooklyn,40.66662480459014,-73.9884398955665
2778,554,WILSON AVE,BROOKLYN,NY,11207,Brooklyn,40.69100392178347,-73.90868972688655
2779,661,EVERGREEN AVE,BROOKLYN,NY,11207,Brooklyn,40.687214480958346,-73.91007231727626
2780,65,5TH AVE,BROOKLYN,NY,11217,Brooklyn,40.680712123957946,-73.977534696766
2781,37,NEWKIRK PLZ,BROOKLYN,NY,11226,Brooklyn,40.635007697230314,-73.96277082365357
2782,7411,3RD AVE,BROOKLYN,NY,11209,Brooklyn,40.631999388558874,-74.02756124619522
2783,1701,AVENUE U,BROOKLYN,NY,11229,Brooklyn,40.599061606686945,-73.95437172763462
2784,1088,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn,40.64377833915619,-73.95785808072075
2785,9216,3RD AVE,BROOKLYN,NY,11209,Brooklyn,40.61889434457502,-74.03293732776378
2786,2876,GERRITSEN AVE,BROOKLYN,NY,11229,Brooklyn,40.59009345965202,-73.92208481610493
2787,2009,STILLWELL AVE,BROOKLYN,NY,11223,Brooklyn,40.597601272540444,-73.98541626912089
2788,1601,MCDONALD AVE,BROOKLYN,NY,11230,Brooklyn,40.6136151188461,-73.97390146539654
2789,6900,4TH AVE,BROOKLYN,NY,11209,Brooklyn,40.634484306216734,-74.02358465814592
2790,3420,QUENTIN RD,BROOKLYN,NY,11234,Brooklyn,40.6138319443003,-73.938038285966
2791,2793B,86TH ST,BROOKLYN,NY,11223,Brooklyn,40.59304942604474,-73.9791268826187
2792,1786,UTICA AVE,BROOKLYN,NY,11234,Brooklyn,40.628908700728644,-73.92795498955847
2793,8811,FLATLANDS AVE,BROOKLYN,NY,11236,Brooklyn,40.639381743106306,-73.907301078791
2794,1302,65TH ST,BROOKLYN,NY,11219,Brooklyn,40.625758290370065,-74.00116719066533
2795,4501B,FORT HAMILTON PKWY,BROOKLYN,NY,11219,Brooklyn,40.6402122369574,-73.99489783955829
2796,322,VAN BRUNT ST,BROOKLYN,NY,11231,Brooklyn,40.67885007527615,-74.01115482376565
2797,235,BUSHWICK AVE,BROOKLYN,NY,11206,Brooklyn,40.70790750002619,-73.93986970166287
2798,813,MARCY AVE,BROOKLYN,NY,11216,Brooklyn,40.68573615133546,-73.94727773562067
2799,3210,FULTON ST,BROOKLYN,NY,11208,Brooklyn,40.68243755261801,-73.87642497633352
2800,298,METROPOLITAN AVE,BROOKLYN,NY,11211,Brooklyn,40.71458528876784,-73.95792513712163
2801,1525,BATH AVE,BROOKLYN,NY,11228,Brooklyn,40.607523994047234,-74.01216571974273
2802,1249,CONEY ISLAND AVE,BROOKLYN,NY,11230,Brooklyn,40.62738082746082,-73.96565710061279
2803,382,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.693158124120636,-73.97070418982076
2804,251,SEELEY ST,BROOKLYN,NY,11218,Brooklyn,40.65559111464155,-73.97371925767482
2805,1011,FOSTER AVE,BROOKLYN,NY,11230,Brooklyn,40.63210779992482,-73.9671822482148
2806,7821,3RD AVE,BROOKLYN,NY,11209,Brooklyn,40.629078641420044,-74.0287525071486
2807,1624,AVENUE M,BROOKLYN,NY,11230,Brooklyn,40.618136860957826,-73.95879638870234
2808,455,DUMONT AVE,BROOKLYN,NY,11212,Brooklyn,40.66512925538302,-73.9024063380689
2809,1485,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn,40.634261385437796,-73.949145072963
2810,874,THOMAS S BOYLAND ST,BROOKLYN,NY,11212,Brooklyn,40.65882863628031,-73.91089270051644
2811,7926,5 AVENUE,BROOKLYN,NY,11209,Brooklyn,40.62626907461313,-74.02396361673559
2812,9502,AVENUE L,BROOKLYN,NY,11236,Brooklyn,40.63774506479053,-73.89671747489217
2813,1089,RUTLAND RD,BROOKLYN,NY,11212,Brooklyn,40.66430556373475,-73.92387608760579
2814,2480,65TH ST,BROOKLYN,NY,11204,Brooklyn,40.60990438578431,-73.97492936778401
2815,378,UTICA AVE,BROOKLYN,NY,11213,Brooklyn,40.665443918953706,-73.93144802128253
2816,809,ASHFORD ST,BROOKLYN,NY,11207,Brooklyn,40.66237208585668,-73.8805459576474
2817,1975,UNION ST,BROOKLYN,NY,11233,Brooklyn,40.66739293906503,-73.9231227884606
2818,209,WILSON AVE,BROOKLYN,NY,11237,Brooklyn,40.69889979590541,-73.9225346790447
2819,4904,FORT HAMILTON PKWY,BROOKLYN,NY,11219,Brooklyn,40.63829372346382,-73.99779489236226
2820,5916,NEW UTRECHT AVE,BROOKLYN,NY,11219,Brooklyn,40.62823404048986,-73.99640463118789
2821,545,MARCY AVE,BROOKLYN,NY,11206,Brooklyn,40.696557001399796,-73.94943293854924
2822,497,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.69350791557699,-73.96517948924976
2823,516,NEPTUNE AVE,BROOKLYN,NY,11224,Brooklyn,40.57982903553434,-73.97235948365865
2824,4724,5TH AVE,BROOKLYN,NY,11220,Brooklyn,40.646612854649796,-74.00876387327291
2825,26,NEVINS ST,BROOKLYN,NY,11217,Brooklyn,40.68810172433662,-73.98130748869406
2826,344,AVENUE X,BROOKLYN,NY,11223,Brooklyn,40.5905195396476,-73.97036396033832
2827,3437,FORT HAMILTON PKWY,BROOKLYN,NY,11218,Brooklyn,40.64558026531965,-73.98573730522536
2828,2105,AVENUE Z,BROOKLYN,NY,11235,Brooklyn,40.588656176368104,-73.94814647667896
2829,429,WARREN ST,BROOKLYN,NY,11217,Brooklyn,40.683644960716414,-73.98665940023345
2830,7501,15TH AVE,BROOKLYN,NY,11228,Brooklyn,40.61754858322405,-74.00311212563268
2831,406,COURT ST,BROOKLYN,NY,11231,Brooklyn,40.68042881730723,-73.99684167520188
2832,2691,E 14TH ST,BROOKLYN,NY,11235,Brooklyn,40.586062453314156,-73.9549242543668
2833,11120,FLATLANDS AVE,BROOKLYN,NY,11207,Brooklyn,40.6502751951524,-73.8909644847118
2834,1020,E 92ND ST,BROOKLYN,NY,11236,Brooklyn,40.644174878575456,-73.90822050295439
2835,1224,CORTELYOU RD,BROOKLYN,NY,11218,Brooklyn,40.64015813990788,-73.96676031566403
2836,98,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,40.704236026411245,-73.91913098309409
2837,6629,BAY PKWY,BROOKLYN,NY,11204,Brooklyn,40.61283722575681,-73.98248472346171
2838,3441,FULTON ST,BROOKLYN,NY,11208,Brooklyn,40.684701478697455,-73.86853166587387
2839,7501,13TH AVE,BROOKLYN,NY,11228,Brooklyn,40.62020808337292,-74.00751406566918
2840,22,GRAHAM AVE,BROOKLYN,NY,11206,Brooklyn,40.70163967786481,-73.9422556724185
2841,1801,PITKIN AVE,BROOKLYN,NY,11212,Brooklyn,40.67032576614893,-73.9064866338728
2842,6722,20TH AVE,BROOKLYN,NY,11204,Brooklyn,40.61519288670488,-73.98725658337835
2843,240,WILSON AVE,BROOKLYN,NY,11237,Brooklyn,40.69797647070862,-73.92094174783622
2844,3768,NOSTRAND AVE,BROOKLYN,NY,11235,Brooklyn,40.59215747865671,-73.94030158925739
2845,1602,FULTON ST,BROOKLYN,NY,11213,Brooklyn,40.679675774553715,-73.93656381031506
2846,75,HUMBOLDT ST,BROOKLYN,NY,11206,Brooklyn,40.7040214601313,-73.94092635461196
2847,7402,NEW UTRECHT AVE,BROOKLYN,NY,11204,Brooklyn,40.61648364553822,-73.99975867003378
2848,592,CLINTON ST,BROOKLYN,NY,11231,Brooklyn,40.675361997384144,-74.00156462194663
2849,8017,20TH AVE,BROOKLYN,NY,11214,Brooklyn,40.607851153800944,-73.9948642980099
2850,875,4TH AVE,BROOKLYN,NY,11232,Brooklyn,40.65623637063018,-74.00240752954117
2851,149,HAVEMEYER ST,BROOKLYN,NY,11211,Brooklyn,40.71174702524646,-73.95743636473567
2852,1154,CLARKSON AVE,BROOKLYN,NY,11212,Brooklyn,40.66103681147668,-73.92023942740751
2853,325,QUINCY ST,BROOKLYN,NY,11216,Brooklyn,40.68725987106878,-73.94809503919969
2854,4418,4TH AVE,BROOKLYN,NY,11220,Brooklyn,40.649673249516695,-74.00925798650655
2855,781,NEW LOTS AVE,BROOKLYN,NY,11208,Brooklyn,40.6667513544947,-73.8818466056053
2856,31,MARCUS GARVEY BLVD,BROOKLYN,NY,11206,Brooklyn,40.698655564174786,-73.94116552389484
2857,1382,NOSTRAND AVE,BROOKLYN,NY,11226,Brooklyn,40.653036014496344,-73.94982271308857
2858,1101,AVENUE S,BROOKLYN,NY,11223,Brooklyn,40.60303041638316,-73.96140578828086
2859,1076,BROADWAY,BROOKLYN,NY,11221,Brooklyn,40.69458766796894,-73.93101056021052
2860,237,AVENUE X,BROOKLYN,NY,11223,Brooklyn,40.59013890016831,-73.9740330580981
2861,2151,NOSTRAND AVE,BROOKLYN,NY,11210,Brooklyn,40.633085968378374,-73.9477012312403
2862,1090,SUTTER AVE,BROOKLYN,NY,11208,Brooklyn,40.67183665473261,-73.87846698500125
2863,374,RALPH AVE,BROOKLYN,NY,11233,Brooklyn,40.67601347583582,-73.92192314979721
2864,784,MARCY AVE,BROOKLYN,NY,11216,Brooklyn,40.68692201087299,-73.94753641166716
2865,4802,AVENUE N,BROOKLYN,NY,11234,Brooklyn,40.61883026838606,-73.92866466867959
2866,2317,VOORHIES AVE,BROOKLYN,NY,11235,Brooklyn,40.58662389674826,-73.94570703096302
2867,5001,KINGS HWY,BROOKLYN,NY,11234,Brooklyn,40.63426405356456,-73.92838515898325
2868,216,GREENE AVE,BROOKLYN,NY,11238,Brooklyn,40.68706516075846,-73.9626912785013
2869,889,MANHATTAN AVE,BROOKLYN,NY,11222,Brooklyn,40.72994900836456,-73.95415582409325
2870,2193,BEDFORD AVE,BROOKLYN,NY,11226,Brooklyn,40.650343092921275,-73.95580699378066
2871,2730,OCEAN AVE,BROOKLYN,NY,11229,Brooklyn,40.594553046559746,-73.95050399430706
2872,9,BAY 50TH ST,BROOKLYN,NY,11214,Brooklyn,40.588370321047876,-73.98397811561853
2873,200,GRAHAM AVE,BROOKLYN,NY,11206,Brooklyn,40.70867508455903,-73.94341100682006
2874,347,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.69323813357913,-73.97236656052011
2875,1064,BROADWAY,BROOKLYN,NY,11221,Brooklyn,40.69487891912994,-73.93152233584813
2876,546,MIDWOOD ST,BROOKLYN,NY,11203,Brooklyn,40.66061090652541,-73.94245698734825
2877,792,NOSTRAND AVE,BROOKLYN,NY,11216,Brooklyn,40.671505867149975,-73.95035676440332
2878,809,NOSTRAND AVE,BROOKLYN,NY,11225,Brooklyn,40.668829808300714,-73.95058585649045
2879,604,E 102ND ST,BROOKLYN,NY,11236,Brooklyn,40.64881212128973,-73.89990762481462
2880,1167,LENOX RD,BROOKLYN,NY,11212,Brooklyn,40.65995075658299,-73.91759157401958
2881,57,NASSAU AVE,BROOKLYN,NY,11222,Brooklyn,40.72334703846521,-73.95211839832658
2882,53,5TH AVE,BROOKLYN,NY,11217,Brooklyn,40.68119788421638,-73.97720643851117
2883,305,7TH AVE,BROOKLYN,NY,11215,Brooklyn,40.66763114132731,-73.9809491506068
2884,66,HENDRIX ST,BROOKLYN,NY,11207,Brooklyn,40.68071800501944,-73.89144470543381
2885,881,5TH AVE,BROOKLYN,NY,11232,Brooklyn,40.65163608808663,-74.00351374168767
2886,246,4TH AVE,BROOKLYN,NY,11215,Brooklyn,40.67663990105578,-73.98357836504768
2887,1342,SUTTER AVE,BROOKLYN,NY,11208,Brooklyn,40.67329669780412,-73.86832703122182
2888,974,MANHATTAN AVE,BROOKLYN,NY,11222,Brooklyn,40.73247436834733,-73.95462315398345
2889,3,9TH ST,BROOKLYN,NY,11231,Brooklyn,40.674629126861596,-73.99754133538715
2890,354,SARATOGA AVE,BROOKLYN,NY,11233,Brooklyn,40.673577987181744,-73.91676360544737
2891,9401,AVENUE L,BROOKLYN,NY,11236,Brooklyn,40.63727364535319,-73.8974820541958
2892,283,IRVING AVE,BROOKLYN,NY,11237,Brooklyn,40.69963589474215,-73.91544718119522
2893,1803,BROADWAY,BROOKLYN,NY,11207,Brooklyn,40.68183902464413,-73.90856166259142
2894,103,3RD AVE,BROOKLYN,NY,11217,Brooklyn,40.68306521253052,-73.98221389007824
2895,5901,18TH AVE,BROOKLYN,NY,11204,Brooklyn,40.622521424250266,-73.98674726472215
2896,554,DEKALB AVE,BROOKLYN,NY,11205,Brooklyn,40.691025594944655,-73.95433043093576
2897,1122,MANHATTAN AVE,BROOKLYN,NY,11222,Brooklyn,40.73681959207748,-73.95533466698
2898,960,HALSEY ST,BROOKLYN,NY,11233,Brooklyn,40.685706521488164,-73.91590473667237
2899,6418,8TH AVE,BROOKLYN,NY,11220,Brooklyn,40.63307252352132,-74.01209111482004
2900,1935,LINDEN BLVD,BROOKLYN,NY,11207,Brooklyn,40.658484738023404,-73.89085375268986
2901,1517,CORTELYOU RD,BROOKLYN,NY,11226,Brooklyn,40.64145282286847,-73.96392027983953
2902,31A,KINGSLAND AVE,BROOKLYN,NY,11211,Brooklyn,40.71719597849575,-73.94025813400032
2903,214,FRANKLIN ST,BROOKLYN,NY,11222,Brooklyn,40.732966993492894,-73.9580903340103
2904,110,NOSTRAND AVE,BROOKLYN,NY,11205,Brooklyn,40.696621570518815,-73.95282278321208
2905,509,PENNSYLVANIA AVE,BROOKLYN,NY,11207,Brooklyn,40.6649874059702,-73.8940908224454
2906,3402,AVENUE I,BROOKLYN,NY,11210,Brooklyn,40.629559550690416,-73.94325472659673
2907,1619,AVENUE M,BROOKLYN,NY,11230,Brooklyn,40.618150600403,-73.95883960458298
2908,6711,5TH AVE,BROOKLYN,NY,11220,Brooklyn,40.63528367463777,-74.02025220761001
2909,1565,BROADWAY,BROOKLYN,NY,11207,Brooklyn,40.68587653627891,-73.91568457518089
2910,270,E 98TH ST,BROOKLYN,NY,11212,Brooklyn,40.66105484036687,-73.9185489666385
2911,1004,FLUSHING AVE,BROOKLYN,NY,11237,Brooklyn,40.703818321680956,-73.93101182752777
2912,302,9TH ST,BROOKLYN,NY,11215,Brooklyn,40.66950392226703,-73.987001080127
2913,1940,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn,40.6222383958853,-73.93648151404528
2914,740,SUTTER AVE,BROOKLYN,NY,11207,Brooklyn,40.6699555267651,-73.89122430328264
2915,181,WOODRUFF AVE,BROOKLYN,NY,11226,Brooklyn,40.65468966918752,-73.96014693808547
2916,181,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,40.70302692216697,-73.91715241690503
2917,164,IRVING AVE,BROOKLYN,NY,11237,Brooklyn,40.70218626999473,-73.91996658765233
2918,120,COURT ST,BROOKLYN,NY,11201,Brooklyn,40.689988637466165,-73.9922328687268
2919,4511,AVENUE L,BROOKLYN,NY,11234,Brooklyn,40.62328707873867,-73.93198483572101
2920,368,VAN BRUNT ST,BROOKLYN,NY,11231,Brooklyn,40.67741438263032,-74.01284183158299
2921,1853,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn,40.624663420722634,-73.93901888560995
2922,51,NEPTUNE AVE,BROOKLYN,NY,11235,Brooklyn,40.582755382480116,-73.95599572240455
2923,377,FLATBUSH AVE,BROOKLYN,NY,11238,Brooklyn,40.67654433974126,-73.97198411771943
2924,6202,11TH AVE,BROOKLYN,NY,11219,Brooklyn,40.63027614164296,-74.00424035929726
2925,364,CENTRAL AVE,BROOKLYN,NY,11221,Brooklyn,40.694533136229175,-73.91893720089656
2926,1617,ORIENTAL BLVD,BROOKLYN,NY,11235,Brooklyn,40.57839141218943,-73.93862194705503
2927,2057,FULTON ST,BROOKLYN,NY,11233,Brooklyn,40.67830574488172,-73.91110101944415
2928,381,PENNSYLVANIA AVE,BROOKLYN,NY,11207,Brooklyn,40.668213280931255,-73.89491839423789
2929,6902,5TH AVE,BROOKLYN,NY,11209,Brooklyn,40.63333198172645,-74.02108027065543
2930,415,CHURCH AVE,BROOKLYN,NY,11218,Brooklyn,40.64423096848986,-73.97605875983527
2931,306,86TH ST,BROOKLYN,NY,11209,Brooklyn,40.62339913063035,-74.03083579986074
2932,186,STUYVESANT AVE,BROOKLYN,NY,11221,Brooklyn,40.68888535357408,-73.93324487661961
2933,8104,15TH AVE,BROOKLYN,NY,11228,Brooklyn,40.614150378057126,-74.00667055934038
2934,779,GRAND ST,BROOKLYN,NY,11211,Brooklyn,40.711847254779194,-73.94185365630779
2935,2364,86TH ST,BROOKLYN,NY,11214,Brooklyn,40.59959722985097,-73.98998913982439
2936,719,FULTON ST,BROOKLYN,NY,11217,Brooklyn,40.68724451951065,-73.97672119943634
2937,398,BRIDGE ST,BROOKLYN,NY,11201,Brooklyn,40.69133564745037,-73.98533807155474
2938,1404,AVENUE U,BROOKLYN,NY,11229,Brooklyn,40.598741539552975,-73.95716270829351
2939,2225,BATH AVE,BROOKLYN,NY,11214,Brooklyn,40.59798367152256,-73.99649988455897
2940,145,EUCLID AVE,BROOKLYN,NY,11208,Brooklyn,40.685224291780514,-73.87462058938961
2941,552,DRIGGS AVE,BROOKLYN,NY,11211,Brooklyn,40.71712086446714,-73.95635793404999
2942,272,GRAND ST,BROOKLYN,NY,11211,Brooklyn,40.713169014465024,-73.95798735293334
2943,497,MARCY AVE,BROOKLYN,NY,11206,Brooklyn,40.69836321424106,-73.94978859862448
2944,1506,AVENUE H,BROOKLYN,NY,11230,Brooklyn,40.629973552641154,-73.9621503702963
2945,1625,PITKIN AVE,BROOKLYN,NY,11212,Brooklyn,40.6693100378589,-73.91329030514957
2946,455,KINGS HWY,BROOKLYN,NY,11223,Brooklyn,40.604277097774784,-73.97291476330085
2947,4801,8TH AVE,BROOKLYN,NY,11220,Brooklyn,40.642147394073405,-74.00262322070799
2948,2186,BEDFORD AVE,BROOKLYN,NY,11226,Brooklyn,40.65074659530565,-73.9558571795647
2949,207,HART ST,BROOKLYN,NY,11206,Brooklyn,40.693782037562954,-73.9435246184435
2950,5601,AVENUE L,BROOKLYN,NY,11234,Brooklyn,40.62393636931092,-73.92145092239939
2951,2601,BATH AVE,BROOKLYN,NY,11214,Brooklyn,40.59294096544388,-73.98861108114502
2952,4104,AVENUE D,BROOKLYN,NY,11203,Brooklyn,40.641606369702636,-73.93783953666447
2953,1403,FULTON ST,BROOKLYN,NY,11216,Brooklyn,40.680154994905855,-73.9450684449953
2954,375,GRAHAM AVE,BROOKLYN,NY,11211,Brooklyn,40.71583126171966,-73.94460616506713
2955,510,CLARKSON AVE,BROOKLYN,NY,11203,Brooklyn,40.655867968620186,-73.94254397194058
2956,2481,PITKIN AVE,BROOKLYN,NY,11208,Brooklyn,40.674150059262985,-73.88066545957518
2957,521,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.69366120437612,-73.96382351204555
2958,2125,ALBEMARLE RD,BROOKLYN,NY,11226,Brooklyn,40.64745936533599,-73.95860170349651
2959,301,SMITH ST,BROOKLYN,NY,11231,Brooklyn,40.681779122163874,-73.9938058083609
2960,3336,FULTON ST,BROOKLYN,NY,11208,Brooklyn,40.68354766921218,-73.87251809123151
2961,17,GREENE AVE,BROOKLYN,NY,11238,Brooklyn,40.685934358009284,-73.97260756289275
2962,2758,GERRITSEN AVE,BROOKLYN,NY,11229,Brooklyn,40.592323898635804,-73.92457385508925
2963,2624,CONEY ISLAND AVE,BROOKLYN,NY,11223,Brooklyn,40.59277289417732,-73.96078160109391
2964,5818,18TH AVE,BROOKLYN,NY,11204,Brooklyn,40.623029154357134,-73.9862680589308
2965,377,HANCOCK ST,BROOKLYN,NY,11216,Brooklyn,40.683526552949886,-73.94148173918394
2966,2978,QUENTIN RD,BROOKLYN,NY,11229,Brooklyn,40.61115792165885,-73.94216826256219
2967,8742,25TH AVE,BROOKLYN,NY,11214,Brooklyn,40.59504088366604,-73.99020586991256
2968,1117,MCDONALD AVE,BROOKLYN,NY,11230,Brooklyn,40.62613188070965,-73.9762561826216
2969,1143,ATLANTIC AVE,BROOKLYN,NY,11216,Brooklyn,40.67876422528788,-73.95315268263167
2970,2964,AVENUE X,BROOKLYN,NY,11235,Brooklyn,40.593962984134784,-73.93920895515298
2971,357,STUYVESANT AVE,BROOKLYN,NY,11233,Brooklyn,40.68203084575276,-73.93186002247646
2972,3118,FULTON ST,BROOKLYN,NY,11208,Brooklyn,40.681458529895,-73.87983033794923
2973,1664,BERGEN ST,BROOKLYN,NY,11213,Brooklyn,40.67486432489397,-73.9275087858922
2974,5303,AVENUE N,BROOKLYN,NY,11234,Brooklyn,40.61915104286129,-73.92381591944142
2975,4902,AVENUE D,BROOKLYN,NY,11203,Brooklyn,40.64207408532323,-73.93019285121684
2976,2823,MERMAID AVE,BROOKLYN,NY,11224,Brooklyn,40.57554485306812,-73.99464359864638
2977,1129,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,Brooklyn,40.57773789237463,-73.95602062721643
2978,13,NEWPORT ST,BROOKLYN,NY,11212,Brooklyn,40.6584639960975,-73.91507046496777
2979,457,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.69331362412811,-73.96717736491756
2980,161,SARATOGA AVE,BROOKLYN,NY,11233,Brooklyn,40.68121400777022,-73.91684060488956
2981,1425,MYRTLE AVE,BROOKLYN,NY,11237,Brooklyn,40.69870005866696,-73.91945505990813
2982,7815,17TH AVE,BROOKLYN,NY,11214,Brooklyn,40.61296482036942,-74.0002953434941
2983,4602,5TH AVE,BROOKLYN,NY,11220,Brooklyn,40.647260672756964,-74.00809368852062
2984,3119,EMMONS AVE,BROOKLYN,NY,11235,Brooklyn,40.58404363397767,-73.9348581528754
2985,6304,BAY PKWY,BROOKLYN,NY,11204,Brooklyn,40.61491194126035,-73.98033026975155
2986,3002,AVENUE M,BROOKLYN,NY,11210,Brooklyn,40.61961618890433,-73.94535240332564
2987,5224,5TH AVE,BROOKLYN,NY,11220,Brooklyn,40.64381017072603,-74.01167866786473
2988,200,CLINTON ST,BROOKLYN,NY,11201,Brooklyn,40.69039772888325,-73.99429541455156
2989,1802,AVENUE U,BROOKLYN,NY,11229,Brooklyn,40.599154536732115,-73.95339219064483
2990,1597,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,40.641916177035085,-73.89871806513823
2991,451,CLASSON AVE,BROOKLYN,NY,11238,Brooklyn,40.685326566927785,-73.9592885093584
2992,277,SUTTER AVE,BROOKLYN,NY,11212,Brooklyn,40.66718302282,-73.90996234640573
2993,158,VAN BUREN ST,BROOKLYN,NY,11221,Brooklyn,40.69040973168672,-73.94010544331779
2994,1248,CONEY ISLAND AVE,BROOKLYN,NY,11230,Brooklyn,40.62741102875041,-73.96568590531058
2995,308,FRANKLIN AVE,BROOKLYN,NY,11238,Brooklyn,40.68876774487388,-73.95718059489081
2996,1295,PACIFIC ST,BROOKLYN,NY,11216,Brooklyn,40.67762895243627,-73.94919131828044
2997,181,SAINT NICHOLAS AVE,BROOKLYN,NY,11237,Brooklyn,40.704055190223,-73.91574814319229
2998,379,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.693185649424144,-73.97101069483446
2999,469,E 98TH ST,BROOKLYN,NY,11212,Brooklyn,40.657219998784214,-73.91424670041373
3000,1154,CONEY ISLAND AVE,BROOKLYN,NY,11230,Brooklyn,40.62940934862144,-73.96606675745888
3001,411,MYRTLE AVE,BROOKLYN,NY,11205,Brooklyn,40.6931358157151,-73.96935913143261
3002,716,KNICKERBOCKER AVE,BROOKLYN,NY,11221,Brooklyn,40.694189083130425,-73.91025042936401
3003,1847,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,40.63686891043059,-73.89309416997621
3004,4524,5TH AVE,BROOKLYN,NY,11220,Brooklyn,40.647730064446904,-74.00760004860872
3005,1839,CONEY ISLAND AVE,BROOKLYN,NY,11230,Brooklyn,40.61216554805981,-73.9627763590579
3006,4921,5TH AVE,BROOKLYN,NY,11220,Brooklyn,40.6454956354205,-74.00989883091498
3007,1293,BLAKE AVE,BROOKLYN,NY,11208,Brooklyn,40.67163404481501,-73.86892512583115
3008,454,ROCKAWAY AVE,BROOKLYN,NY,11212,Brooklyn,40.66895936508243,-73.91056555079035
3009,2875,W 8TH ST,BROOKLYN,NY,11224,Brooklyn,40.578452029040726,-73.9763199313443
3010,475,5TH AVE,BROOKLYN,NY,11215,Brooklyn,40.66806293863835,-73.98721764446852
3011,1679,BEDFORD AVE,BROOKLYN,NY,11225,Brooklyn,40.665500197691586,-73.95692879197544
3012,1528,NOSTRAND AVE,BROOKLYN,NY,11226,Brooklyn,40.648806104621315,-73.94936822621698
3013,8813,4TH AVE,BROOKLYN,NY,11209,Brooklyn,40.62067946785515,-74.02920636421707
3014,1074,MANHATTAN AVE,BROOKLYN,NY,11222,Brooklyn,40.73540046371935,-73.95510107430809
3015,1821,AVENUE M,BROOKLYN,NY,11230,Brooklyn,40.61839133843924,-73.95665301593986
3016,594,JAMAICA AVE,BROOKLYN,NY,11208,Brooklyn,40.68544071052553,-73.88201180200802
3017,8508,21ST AVE,BROOKLYN,NY,11214,Brooklyn,40.60375594770813,-73.99556685738598
3018,7909,7TH AVE,BROOKLYN,NY,11228,Brooklyn,40.62346480489479,-74.01912830096866
3019,4322,8TH AVE,BROOKLYN,NY,11232,Brooklyn,40.64487574003625,-73.99982342984802
3020,5910,GLENWOOD RD,BROOKLYN,NY,11234,Brooklyn,40.63400570667901,-73.9195727748811
3021,5,KINGSTON AVE,BROOKLYN,NY,11213,Brooklyn,40.679708439045086,-73.94121829324035
3022,2925,AVENUE I,BROOKLYN,NY,11210,Brooklyn,40.6291006716423,-73.94800337181081
3023,10804,FLATLANDS AVE,BROOKLYN,NY,11236,Brooklyn,40.649019443065434,-73.8924080165399
3024,764,ROGERS AVE,BROOKLYN,NY,11226,Brooklyn,40.652298867661116,-73.95265230858087
3025,815,4TH AVE,BROOKLYN,NY,11232,Brooklyn,40.65830870491924,-74.00024868966888
3026,459,DEKALB AVE,BROOKLYN,NY,11205,Brooklyn,40.69050037050503,-73.95903654060159
3027,7315,15TH AVE,BROOKLYN,NY,11228,Brooklyn,40.61866024962159,-74.00195591708577
3028,1861,PITKIN AVE,BROOKLYN,NY,11212,Brooklyn,40.67068608184329,-73.90406365668277
3029,167,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,40.70334567969371,-73.91766055624728
3030,1797,PROSPECT PL,BROOKLYN,NY,11233,Brooklyn,40.67248533183241,-73.91644052216434
3031,3596,NOSTRAND AVE,BROOKLYN,NY,11229,Brooklyn,40.5963958726098,-73.9411223961245
3032,449,IRVING AVE,BROOKLYN,NY,11237,Brooklyn,40.69591723211218,-73.90890658432586
3033,1181,49TH ST,BROOKLYN,NY,11219,Brooklyn,40.636545190305064,-73.99463509927935
3034,974,FULTON ST,BROOKLYN,NY,11238,Brooklyn,40.68243173278316,-73.96191868780271
3035,1452,CONEY ISLAND AVE,BROOKLYN,NY,11230,Brooklyn,40.62187172320894,-73.96463690164076
3036,6323,8TH AVE,BROOKLYN,NY,11220,Brooklyn,40.63331409370037,-74.01181373927425
3037,63,SUTTER AVE,BROOKLYN,NY,11212,Brooklyn,40.66568090252923,-73.92012934080647
3038,1563,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn,40.632630207119696,-73.94742417188927
3039,7506,5TH AVE,BROOKLYN,NY,11209,Brooklyn,40.62933800372892,-74.02271100216024
3040,7402,15TH AVE,BROOKLYN,NY,11228,Brooklyn,40.6181524522725,-74.00251061480265
3041,362,HEWES ST,BROOKLYN,NY,11211,Brooklyn,40.70771822253802,-73.9517689374512
3042,147,PARK AVE,BROOKLYN,NY,11205,Brooklyn,40.6962576885867,-73.97368880265962
